SUBVENCIONES 2024,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
CORRELATIVO,TIPO DOCUMENTO,CÓDIGO,FECHA DCTO,FECHA INGRESO,FECHA ENTREGA ,NOMBRE INSTITUCIÓN ,NOMBRE DE LA INICIATIVA,MONTO DE LA RENDICIÓN,RECEPCIONADO POR,FIRMA
1426,REND ,2401AM0256,21-11-2024,4-12-2024,4-12-2024,CLUB DE ANCIANOS SOR TERESA DE CALCUTA ,TERAPIA S NATURALES PARA LAS PERSONAS DORADAS DE BULNES ,"$1,955,000.00",,
1427,REND ,2401EG0056,4-12-2024,4-12-2024,4-12-2024,COMITE DE MUJERES PROYECCION ,POTENCIAR EL APRENDIENDO EN CORTE Y CONFECCION ,"$2,970,265.00",,
1428,REND ,2401D01777,4-12-2024,4-12-2024,4-12-2024,ESTRELLA DE LA COSTA ,FORMANDO NUEVAS ESTRELLAS PARA EL DEPORTE ,"$2,570,700.00",,
1429,REND ,2401D0132,3-12-2024,4-12-2024,4-12-2024,CLUB DEPORTIVO LOS HALCONES DE TOQUIHUA ,TOQUIHUA POR EL CAMPEONATO DE FUTBOL FUSEC,"$1,699,690.00",,
1430,REND ,2401D0098,2-12-2024,4-12-2024,4-12-2024,CLUB DEPORTIVO PANGAL DEL LAJA ,POR UN PANGAL DEL LAJA MAS ACTIVO Y SALUDABLE ,"$1,800,000.00",,
1431,REND ,2401AM0090,29-11-2024,4-12-2024,4-12-2024,CLUB DE ANCIANOS BETANIA,BETANIA ACTIVO ,"$1,971,200.00",,
1432,REND ,2401SC0457,4-12-2024,4-12-2024,4-12-2024,COMITE DE AGUA POTABLE RURAL BULI CASERIO ,APR BULI CASERIO UNIDO EN LAS EMERGENCIAS ,"$3,998,371.00",,
1433,REND ,2401AM0045,29-11-2024,4-12-2024,4-12-2024,CLUB ADULTO MAYOR LAS GOLONDRINAS ,YOGA PARA EL ADULTO MAYOR DE YUNGAY ,"$1,969,700.00",,
1434,REND ,2401AM0159,29-11-2024,4-12-2024,4-12-2024,CLUB DE ADULTO MAYOR EL GRAN SUEÑO DE BULI ,RUTAS DORADAS ,"$1,996,130.00",,
1435,REND ,2401SC0118,4-12-2024,4-12-2024,4-12-2024,JUNTA DE VECINOS BULI CASERIO ,"BULI CASERIO, LE DICE NO A LA DELINCUENCIA ","$3,997,570.00",,
1436,REND ,2401EG0084,4-12-2024,4-12-2024,4-12-2024,CLUB DE VOLUNTARIOS LAS SIRENITAS ,ENTRE COSTURAS Y EL MAR ,"$2,686,480.00",,
1437,REND ,2401EG0098,4-12-2024,4-12-2024,4-12-2024,AGRUPACION DE MUJERES SABIAS ,MUJERES MAS SABIAS ENTRE LA COSTURA ,"$2,903,270.00",,
1438,REND ,2401M0144,4-12-2024,4-12-2024,4-12-2024,JUNTA DE VECINOS ALTO PERALES ,RECICLANDO EN ALTO PERALES ,"$2,291,160.00",,
1439,REND ,2401EG0088,4-12-2024,4-12-2024,4-12-2024,AGRUPACION DE MUJERES FLOR DE PRIMAVERA ,LA AGRICULTURA FLORECE EN MAIPO ,"$2,965,940.00",,
1440,REND ,2401EG0105,4-12-2024,4-12-2024,4-12-2024,"COMITE DE PROMOCION AGROECOLOGICO ""LAS SEMILLITAS DE RANGUELMO""",TEJIENDO SUEÑOS EN RANGUELMO ,"$2,863,012.00",,
1441,REND ,2401EG0087,4-12-2024,4-12-2024,4-12-2024,AGRUPACION DE MUJERES NATIVIDAD ,CONSTRUYENDO SUEÑOS Y COSTURAS ,"$2,793,570.00",,
1442,REND ,2401SC0135,4-12-2024,4-12-2024,4-12-2024,COMITE DE AGUA POTABLE RURAL VILLA SANTA ROSA,MEJORAMIENTO PLAZOLETA VILLA SANTA ROSA ,"$4,000,000.00",,
1443,REND ,2401S0073,4-12-2024,4-12-2024,4-12-2024,CONSEJO DE DESARROLLO PUEBLO SECO ,SUPER CUIDADORES,"$2,938,130.00",,
1444,REND ,2401S0140,4-12-2024,4-12-2024,4-12-2024,CENTRO DE PADRES Y APODERADOS ESCUELA MAIPO ,AGRICULTURA EN LA ESCUELA ,"$2,955,040.00",,
1445,REND ,2401EG0096,4-12-2024,4-12-2024,4-12-2024,UNION COMUNAL DE GRUPOS AGROECOLOGICOS ,MUJERES CULTIVANDO UNIDAS ,"$2,936,672.00",,
1446,REND ,2401EG0090,4-12-2024,4-12-2024,4-12-2024,"GRUPO AGROECOLOGICO ""GOTAS DE AGUA""",RESCATE Y CUIDADO DE NUESTRA MEMORIA ,"$2,985,277.00",,
1447,REND ,2401C0072,20-11-2024,4-12-2024,4-12-2024,CAMARA DE TURISMO Y CULURA DE LA COMUNA DE TREHUACO ,TURISMO CULTURAL ESCOLAR Y REGIONAL ,"$3,500,000.00",,
1448,REND ,2401SC0140,5-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS VILLA GALILES ,CONECTADOS CUIDANDO NUESTRO ENTORNO ,"$3,500,000.00",,
1449,REND ,2401D0302,5-12-2024,5-12-2024,5-12-2024,CLUB DE AJEDREZ CHILLAN VIEJO ,EL ALJEDREZ ENCANTA Y MOTIVA ,"$1,437,290.00",,
1450,REND ,2401SC0079,5-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS AMPLIACION 18 DE SEPTIEMBRE ,CAMARAS DE SEGURIDAD PARA LA JUNTA DE VECINOS AMPLIACION 18 DE SEPTIEMBRE ,"$4,000,000.00",,
1451,REND ,2401AM0245,5-12-2024,5-12-2024,5-12-2024,CLUB DE AMIGOS Y CRONICOS CARDIOVASCULARES MARIA DEL SOL ,"MENTE SANA, CUERPO SANO. FOMENTANDO EL AUTOCUIDADO Y RECONOCIMIENTO DEL PAIS ","$1,996,050.00",,
1452,REND ,2401M0090,2-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS LOS ALPES ,EN LOS ALPES CUIDAMOS EL MEDIO AMBIENTE ,"$1,924,072.00",,
1453,REND ,2301AM0214,14-3-2024,5-12-2024,5-12-2024,CLUB DE ADULTOS MAYORES ALEGRIA DE VIVIR ,VIAJES DORADOS PERSONAS MAYORES MAS FELICES ,"$1,537,150.00",,
1454,REND ,2401D0215,28-11-2024,5-12-2024,5-12-2024,ENDUREROS YUNGAY ,EQUIPAMIENTO DE SEGURIDAD ,"$3,359,720.00",,
1455,REND ,2401S0139,19-11-2024,5-12-2024,5-12-2024,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA G-169 LA MONTAÑA,RESCATANDO RAICES  Y CULTURA EN COMUNIDAD ,"$1,623,500.00",,
1456,REND ,2401SC0398,5-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS VILLA LOS VOLCANES 2,VOLCANES 2 EN ALERTA ,"$3,996,700.00",,
1457,REND ,2401SC0095,5-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS BLANCA ALAMO ,"ESTAMOS PROTEGIDOS, VIGILANCIA Y BIENESTAR PARA LOS VECINOS DE BLANCA ALAMO ","$3,994,150.00",,
1458,REND ,2401SC0337,3-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS VILLA CORDILLERA CHILLAN S/I,CORDILLERA GRITA POR LA SEGURIDAD ,"$3,930,507.00",,
1459,SUBS ,2401SP0005,28-11-2024,5-12-2024,5-12-2024,CUERPO DE BOMBEROS DE SAN NICOLAS ,BOMBEROS DE SAN NICOLAS CONECTADOS PARA LAS EMERGENCIAS ,$0.00,,
1460,SUBS ,2401D0276,4-12-2024,4-12-2024,5-12-2024,CENTRO DE PADRES Y APODERADOS COLEGIO SAGRADO CORAZON DE JESUS ,COSACO FOMENTA EL DEPORTE ,"$10,000.00",,
1461,REND ,2401S0029,4-12-2024,4-12-2024,5-12-2024,CENTRO DE MADRES LLAS CAMELIAS RELBUN ,LAS MADRES DE RELBUN SE EQUIPAN ,"$2,414,080.00",,
1462,REND ,2401SC0125,30-11-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS 7R HUACAMALA ,"HUACAMALA ILUMINANDO, ES UN TERRITORIO MAS SEGURO ","$4,000,000.00",,
1463,REND ,2401SC0408,5-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS EL MANZANO ,FOCOS SOLARES LES PARA EL MANZANO ,"$3,680,000.00",,
1464,REND ,2401D0008,28-11-2024,5-12-2024,5-12-2024,CLUB DEPORTIVO GRADO VOCACIONAL ,JUNTOS SOMOS MAS GRANDES ,"$1,800,000.00",,
1465,REND ,2401EG0083,4-12-2024,5-12-2024,5-12-2024,COMITE DE MUJERES CAMPESINAS LA GREDA ,CREANDO DE BUZOS DEPORTIVOS ,"$2,999,460.00",,
1466,REND ,2401SC0442,5-12-2024,5-12-2024,5-12-2024,JJ.VV MALLOA ,MALLOA MAS SEGURO ,"$3,963,051.00",,
1467,REND ,2401SC0084,3-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS LOS SAUCES DE SAN FERNANDO ,ILUMINANDO A LOS SAUCES DE SAN FERNANDO ,"$3,899,575.00",,
1468,REND ,2401SC0050,2-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS LAS ROSAS ,SECTOR LAS ROSAS MAS SEGURO ,"$369,801.00",,
1469,SUBS ,2401S0035,5-12-2024,5-12-2024,5-12-2024,AGRUPACION DE PRODUCTORES Y EMPRENDEDORES ITINERANTES DE RANQUIL ,SALUD ITINERANTE PARA RANQUIL ,$0.00,,
1470,REND ,2401SC0317,5-12-2024,5-12-2024,5-12-2024,SEGUNDA COMPAÑIA BOMBEROS DE YUNGAY ,JUNTOS POR LA SEGURIDAD Y COMUNIDAD ,"$3,910,599.00",,
1471,REND ,2401SC0469,4-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS VILLA LOS COPIHUES ,VILLA LOS COPIHUES MAS ILUMINADA ,"$3,995,000.00",,
1472,REND ,2401SC0467,4-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS LA ESPERANZA DE GOROPEUMO ,ESPERANZA DE GOROPEUMO VIGILA NUESTRO SECTOR ,"$3,998,000.00",,
1473,REND ,2401SC0266,2-12-2024,5-12-2024,5-12-2024,JUNTA DE VECINOS EL GALPON ,EN GALPON LA EMERGENCIA ESTA SUPERADA ,"$3,542,970.00",,
1474,REND ,2401SC0608,4-12-2024,5-12-2024,5-12-2024,COMITE DE AGUA POTABLE RURAL VIDICO ,APOYO HIDRICO PARA VIDICO ,"$3,824,377.00",,
1475,REND ,2401EG0094,6-12-2024,5-12-2024,5-12-2024,COMITE FEMENINO LAS CARMELITAS ,ENTRE MUJERES NOS CUIDAMOS Y TRABAJAMOS JUNTAS ,"$2,986,820.00",,
1476,REND ,2401AM0232,5-12-2024,5-12-2024,5-12-2024,GRUPO DE ADULTO MAYOR RENOVANDO JUVENTUD ,PILATES EN MOVIMIENTO ENCUENTRO DE RENOVACION EN SANTA CRUZ ,"$1,920,000.00",,
1477,REND ,2401SC0222,5-12-2024,6-12-2024,9-12-2024,JUNTA DE VECINOS CASAS VIEJAS DE SAN JAVIER ,ILUMINANDO CASAS VIEJAS SAN JAVIER SEGURIDAD & BIENESTAR ,"$3,914,200.00",,
1478,REND ,2401C0112,6-12-2024,6-12-2024,9-12-2024,AGRUPACION FOLCLORICA CUEQUEROS DE ÑUBLE ,CON VESTIMENTA E INSTRUMENTOS SE DIFUNDE EL FOLCLOR ,"$3,422,000.00",,
1479,REND ,2401D0232,6-12-2024,6-12-2024,9-12-2024,CLUB DEPORTIVO SUPER SENIORS Y CULTURAL FERNANDO BAQUEDANO ,VISTIENDO A LOS AÑOS DORADOS ,"$1,800,000.00",,
1480,REND ,2401D0108,6-12-2024,6-12-2024,9-12-2024,CLUB DEPORTIVO EL MANZANO ,IMPLEMENTANDO MI CLUB ,"$1,800,000.00",,
1481,REND ,2401SC0624,5-12-2024,6-12-2024,9-12-2024,CENTRO DE PADRES Y APODERADOS ESCUELA GLORIAS NAVALES ,ESCUELA GLORIAS NAVALES TE PROTEGE ,"$2,841,000.00",,
1482,REND ,2401SC0310,6-12-2024,6-12-2024,9-12-2024,JUNTA DE VECINOS PUYARAL SECTOR PIEDRA LISTA ,CON VIGILANCIA ESTAMOS MAS SEGUROS EN PIEDRA LISA ,"$3,943,215.00",,
1483,REND ,2401SC0124,6-12-2024,6-12-2024,9-12-2024,JUNTA DE VECINOS POBLACION EL ENCANTO ,REFORZANDO LA PREVENCION EN SEGURIDAD DE NUESTROS VECINOS ,"$4,000,000.00",,
1484,REND ,2401C0067,6-12-2024,6-12-2024,9-12-2024,CLUB DE HUASOS LOS BUENOS AMIGOS DE NINHUE ,CABALGATA AL TRANQUE DE MI PUEBLO NINHUE ,"$2,500,000.00",,
1485,REND ,2401C0066,6-12-2024,6-12-2024,9-12-2024,CLUB DE HUASOS LOMAS DE RELOCA ,II VERSION DE LA CABALGATA DE LA AMISTAD ,"$2,500,000.00",,
1486,REND ,2401EG0017,6-12-2024,6-12-2024,9-12-2024,ASOCIACION PARA EL DESARROLLO DEL TURISMO RURAL DE NINHUE ADETUR ,ALOJAMIENTOS TURISTICOS LIDERADOS POR MUJERES DE NINHUE: CRECIENDO JUNTAS ,"$3,000,000.00",,
1487,REND ,2401D0009,6-12-2024,6-12-2024,9-12-2024,CLUB DEPORTIVO TORRECILLAS ,CLUB DEPORTIVO TORRECILLAS ACTIVANDO LA SERIE SENIOR ,"$1,733,130.00",,
1488,REND ,2401SC0064,5-12-2024,6-12-2024,9-12-2024,JUNTA DE VECINOS RELOCA ,DUERME TRANQUILO RELOCA ,"$3,844,105.00",,
1490,REND ,2401M0094,25-11-2024,6-12-2024,9-12-2024,JUNTA DE VECINOS PORTAL DEL VALLE ,EN QUILLON CUIDAMOS EL MEDIO AMBIENTE ,"$3,000,000.00",,
1491,REND ,2401C0115,6-12-2024,6-12-2024,9-12-2024,COMITE DE AGUA POTABLE RURAL MANQUE SUR ,FERIA CULTURAL MANQUE SUR ,"$2,490,000.00",,
1492,REND ,2401SC0227,6-12-2024,6-12-2024,9-12-2024,JUNTA DE VECINOS 3R CAYUMANQUI ,"MAS SEGUROS, MAS TRANQUILOS ","$3,949,596.00",,
1493,REND ,2401S0094,26-11-2024,6-12-2024,9-12-2024,CENTRO DE PADRES Y APODERADOS ESCUELA G-349 PASO EL ROBLE CHILLANCITO ,JUEGOS Y RISAS EN NUESTRA ESCUELA EL ROBLE ,"$3,000,000.00",,
1494,REND ,2401AM0142,3-12-2024,6-12-2024,9-12-2024,CLUB ADULTO MAYOR LOS AROMOS DE AHUACAMALA ,"AGUAS TERMALES, ADULTOS MAYORES SANOS ","$1,680,000.00",,
1495,REND ,2401SC0245,5-12-2024,6-12-2024,9-12-2024,JUNTA DE VECINOS CAMINO EL MEDIO ,VECINOS UNIDOS POR NUESTRA SEGURIDAD ,"$3,888,450.00",,
1496,REND ,2401S0098,6-12-2024,6-12-2024,9-12-2024,TALLER DE MUJERES SANTA ADRIANA ,SAZONANDO LA VIDA ,"$2,679,410.00",,
1497,REND ,2401S0018,6-12-2024,6-12-2024,9-12-2024,JUNTA DE VECINOS 10 DE JULIO ÑIPAS ,LA POBLACION 10 DE JULIO SE FORTALECE A TRAVES DE TALLERES DE LIDERAZGO ,"$2,995,300.00",,
1498,REND ,2401AM0033,6-12-2024,6-12-2024,9-12-2024,GRUPO ADULTO MAYOR LAS CAMELIAS ,ADULTOS MAYORES LAS CAMELIAS CON SUS MANOS PONEN COLOR Y ESPERANZA A SU VIDA ,"$1,903,951.00",,
1499,REND ,2401AM0092,6-12-2024,6-12-2024,9-12-2024,GRUPO ADULTO MAYOR ARCOIRIS ,LUZ PARA EL ARCOIRIS ,"$1,988,310.00",,
1500,REND ,2401C0102,6-12-2024,6-12-2024,9-12-2024,CORPORACION MUJERES POR EL ARTE ,RENACER CON EL ARTE ,"$1,457,600.00",,
1501,REND ,2401SC0153,3-12-2024,9-12-2024,9-12-2024,JUNTA DE VECINOS VILLA SANTA MARIA ,CASAS SEGURAS ,"$3,999,930.00",,
1502,SUBS ,2401SC0015,9-12-2024,9-12-2024,9-12-2024,JUNTA DE VECINOS LAS CARMELITAS LAS NIEVES ,CON EXTINTORES PREPARADOS CONTRA EL FUEGO ,$0.00,,
1503,SUBS ,2301ADNCC02,2-12-2024,9-12-2024,9-12-2024,CORPORACION CULTURAL MUNICIPAL DE LA COMUNA DE CHILLAN ,CULTURAS CHILLAN 2023 CONSTRUYENDO ÑUBLE ,"$7,739,322.00",,
1504,REND ,2401AM0102,9-12-2024,9-12-2024,9-12-2024,TALLER DE MANUALIDADES LAS VIÑITAS ,CREANDO CON AMOR PROYECTO DE COSTURA Y MOBILIARIO ,"$1,466,085.00",,
1505,REND ,2401SC0127,30-11-2024,9-12-2024,9-12-2024,JUNTA DE VECINOS CENTRAL CERRO NEGRO ,"VECINOS MAS SEGUROS, CONTRA LA DELINCUENCIA ","$4,000,000.00",,
1506,REND ,2401SC0316,9-12-2024,9-12-2024,9-12-2024,JJ.VV TRES ESQUINAS ,CON ALARMAS TENEMOS UN BARRIO MAS SEGURO ,"$4,000,000.00",,
1507,REND ,2401SC0242,2-12-2024,9-12-2024,9-12-2024,COMITE DE ADELANTO VILLA PERALES ,ALARMAS COMUNITARIAS MAS SEGURO VILLA PERALES ,"$4,000,000.00",,
1508,REND ,2401SC0285,9-12-2024,9-12-2024,9-12-2024,COMITE DE ADELANTO Y DESARROLLO LOMAS DE SANTA BERENICE ,ALARMAS COMUNITARIAS SANTA BERENICE ,"$2,311,575.00",,
1509,REND ,2401D0064,30-11-2024,9-12-2024,9-12-2024,CLUB DEPORTIVO TAEKWONDO FELIX BULNES ,ESCUELA DE ACONDICIONAMIENTO FISICO Y DESARROLLO MOTRIZ,"$3,957,170.00",,
1510,REND ,2401D0014,2-12-2024,9-12-2024,9-12-2024,CLUB DEPORTIVO SAETURY CHILLAN ,SEMINARIO FORMACION DE ARBITROS DE TAEKWONDO ,"$3,820,000.00",,
1511,REND ,2401SC0277,9-12-2024,9-12-2024,9-12-2024,JUNTA DE VECINOS VILLA BRISAS DE QUILLON ,MI BARRIO MAS SEGURO ,"$3,742,394.00",,
1512,REND ,2401SC0257,9-12-2024,9-12-2024,9-12-2024,JUNTA DE VECINOS VILLA EBEN EZER ,YO ME CUIDO Y CUIDO A MIS VECINOS ,"$3,351,855.00",,
1513,REND ,2401SC0021,4-12-2024,9-12-2024,9-12-2024,JUNTA DE VECINOS LAS ARAUCARIAS ,VECINDARIO RESILIENTES EQUIPAMIENTO DE SEGURIDAD ,"$3,982,129.00",,
1514,REND ,2401SC0067,4-12-2024,9-12-2024,9-12-2024,JUNTA DE VECINOS HUENUCHEO 11-R,ALMACENAJE EFICIENTE: SUMANDO GOTAS ,"$3,125,377.00",,
1515,REND ,2401M0021,29-11-2024,9-12-2024,9-12-2024,JUNTA DE VECINOS LOS PLANES ,EN LOS PLANES CREAMOS NUESTRO HUERTO ORGANICO Y SUSTENTABLE ,"$1,510,080.00",,
1516,REND ,2401C0056,9-12-2024,9-12-2024,9-12-2024,COMITE DE FERIANTES EMPRENDEDORES DE NINHUE ,II VERSION DE LA FIESTA DE LA PRIMAVERA EN NINHUE ,"$2,500,000.00",,
1517,REND ,2401D0095,2-12-2024,9-12-2024,9-12-2024,CLUB DE CAZA PESCA Y TIRO AL VUELO ÑUBLE ,EL CLUB CASA PESCA Y TIRO AL VUELO ORGANIZA LA 3ERA VERSION DEL CAMPEONATO REGIONAL DE TIRO SKEET ,"$1,790,000.00",,
1518,REND ,2401SC0515,9-12-2024,9-12-2024,9-12-2024,COMITE DE AGUA POTANLE RURAL PRIVADO VILLA EL SAUCE ,JUNTOS CONTRA LA ESCASEZ HIDRICA ,"$3,891,600.00",,
1519,REND ,2401SC0498,9-12-2024,9-12-2024,9-12-2024,COMITE DE VIVIENDA CLAUDIO ARRAU ,PREPARANDONOS CONTRA LOS INCENDIOS ,"$3,817,460.00",,
1520,REND ,2401D0206,9-12-2024,9-12-2024,10-12-2024,CENTRO DE MADRES LAS HORMIGUITAS DE EL SAUCE ,SURYA NAMASKAR ,"$1,799,080.00",,
1521,REND ,2401AM0209,9-12-2024,9-12-2024,10-12-2024,CENTRO DE ADULTO MAYOR LOS VALIENTES DE TRES ESQUINA ,TOCANDO EL ALMA ,"$1,951,570.00",,
1522,REND ,2401SC0221,6-12-2024,10-12-2024,10-12-2024,COMITE DE AGUA POTABLE RURAL LOS MONTES ,ILUMINA LOS MONTES MAS VISIBILIDAD PARA EL ENTORNO VECINAL ,"$3,897,400.00",,
1523,REND ,2401SC0395,28-11-2024,10-12-2024,10-12-2024,COMITE DE AGUAPOTABLE RURAL PORTAL DE LA LUNA ,PREVENCION DEFICIT HIDRICO PORTAL DE LA LUNA ,"$4,000,000.00",,
1524,REND ,2401SC0586,10-12-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS LOS AROMOS ,ALERTA SEGURA PROTEGIENDO A LOS VECINOS DE PEÑA SANTA ROSA ,"$3,932,400.00",,
1525,REND ,2401SC0397,10-12-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS VILLA LAS ARAUCARIAS ,EXTINGAMOS EL FUEGO EN COMUNIDAD ,"$2,489,000.00",,
1526,REND ,2401SC0306,10-12-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS MONTE LEON ,AMPLIANDO LA ILUMINACION DE MONTELEON PARA MAS VISIBILIDAD Y BIENESTAR PARA TODOS ,"$3,898,560.00",,
1527,REND ,2401AM0192,5-12-2024,10-12-2024,10-12-2024,CLUB DE ADULTO MAYOR TALLER PARA QUE NO ME OLVIDES ,"COCINANDO SANO, LA VEJEZ ES MAS SALUDABLE ","$1,922,192.00",,
1528,REND ,2401SC0260,5-12-2024,10-12-2024,10-12-2024,COMITE DE ADELANTO FUTURO CHOLGUAN NORTE ,"MANTENTE ALERTA, MANTENTE SEGURO","$4,000,000.00",,
1529,SUBS,2401S0181,29-11-2024,10-12-2024,10-12-2024,AGRUPACION DE DISCAPACIDAD PRECORDILLERA ,TALLERES RESINA EPOXICA CONTRIBUYENDO A LA AUTONOMIA DE PERSONAS CON DISCAPACIDAD Y CUIDADORAS EN LA COMUNA DE PINTO ,$0.00,,
1530,REND ,2401SC0116,10-12-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS VILLA LOMAS DE PUYERAL ,ILUMINADOS ESTAMOS SEGUROS JUNTOS CAMINANDO TRANQUILOS EN LOMAS DE PUYERAL ,"$3,907,400.00",,
1531,REND ,2401C0022,10-12-2024,10-12-2024,10-12-2024,TALLER FOLKLORICO LAS TORTOLITAS ,CONOCIMIENTOS HISTORICOS DE LOTA PARA COMPOSICION MUSICAL ,"$1,583,300.00",,
1532,REND ,2401SC0132,30-11-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS POBLACION SAN FRANCISCO ,SEGURIDAD PARA LOS VECINOS DE SAN FRANCISCO ,"$4,000,000.00",,
1533,REND ,2401D0154,10-12-2024,10-12-2024,10-12-2024,CLUB DEPORTIVO UNION CONDOR ,EL DEPORTE ES VIDA ,"$1,800,000.00",,
1534,REND ,2401S0008,11-12-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS VALLE HERMOSO ,EQUIPAMIENTO SOCIAL PARA VALLE HERMOSO ,"$2,476,775.00",,
1535,SUBS ,2201M0032,10-12-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS GUARILIHUE ,CONCIENCIA ECOLOGICA FAMILIAR ,"$343,049.00",,
1536,SUBS ,2401S0016,10-12-2024,10-12-2024,10-12-2024,JJ.VV DE PINIHUE ,PINIHUE PREVIENE LOS INCENDIOS ,$0.00,,
1537,REND ,2401AM0036,10-12-2024,10-12-2024,10-12-2024,CLUB DE ADULTO MAYOR LUZ Y VIDA ,DESCANSO DE LUZ Y VIDA EN AGUAS LINDA ,"$1,991,400.00",,
1538,REND ,2401AM0179,10-12-2024,10-12-2024,10-12-2024,UNION COMUNAL DE ADULTOS MAYORES ,LIDERANDO LOS VALLES DE ÑUBLE ,"$2,000,000.00",,
1539,REND ,2401AM0053,10-12-2024,10-12-2024,10-12-2024,CLUB ADULTO MAYOR PADRE ALBERTO HURTADO ,CONOCIENDO LA CULTURA DE ALTO BIO BIO,"$1,493,000.00",,
1540,REND ,2401SC0014,10-12-2024,10-12-2024,10-12-2024,COMITE DE VIVIENDA VILLA EL MIRADOR ,CAMARAS PARA MAYOR SEGURIDAD ,"$2,591,998.00",,
1541,REND ,2401SC0430,10-12-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS VILLA LAS AMERICAS ,SISTEMA DE TELEVIGILANCIA VILLA LAS AMERICAS,"$4,000,000.00",,
1542,REND ,2401SC0585,5-12-2024,10-12-2024,10-12-2024,COMITE DE AGUA POTABLE VILLA LAS ARAUCARIAS ,JUNTOS EVITANDO LOS INCENDIOS ,"$4,000,000.00",,
1543,REND ,2401SC0474,5-12-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS VILLA LAS ARAUCARIAS ,SISTEMA DE TELEVIGILANCIA PARA EL ROBLE ,"$4,000,000.00",,
1544,REND ,2401M0057,10-12-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS SANTA ELENA DE MULTICURA ,"PROMOVIENDO UN CAMBIO DE CONCIENCIA ""TRANSFORMEMOS NUESTRO SECTOR""","$2,985,960.00",,
1545,REND ,2401S0075,4-12-2024,10-12-2024,10-12-2024,AGRUPACION DE MUJERES OASIS ,PREPARANDO MASAS CON AMOR DE HOGAR ,"$2,032,200.00",,
1546,REND ,2401SC0028,10-12-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS LA GLORIA ARRIBA INDEPENDIENTE ,CON LOS KIT DE SEGURIDAD EN LA GLORIA ARRIBA NOS SENTIMOS MAS SEGUROS ,"$3,055,000.00",,
1547,REND ,2401D0006,30-11-2024,10-12-2024,10-12-2024,CLUB DEPORTIVO Y CULTURAL SYS TALENT ,ESCUELA FORMATIVA DE AEROBICA Y ACROBACIAS PARA NIÑOS Y JOVENES DE BULNES ,"$3,946,014.00",,
1548,REND ,2401SC0629,10-12-2024,10-12-2024,10-12-2024,JUNTA DE VECINOS LOS VARONES SAN HUMBERTO ,MAS SEGURIDAD PARA LOS VARONES ,"$3,048,539.00",,
1549,REND ,2401SC0061,10-12-2024,10-12-2024,11-12-2024,VILLA LOS VOLCANES N°5B,CONSTRUYENDO UNA COMUNIDAD SEGURA ,"$3,999,583.00",,
1550,REND ,2401EG0110,3-12-2024,10-12-2024,11-12-2024,UNION COMUNAL DE ORGANIZACIONES DE MUJERES DE PORTEZUELO ,CAMINANDO HACIA LA CONFECCION DEL HILAR Y TEÑIDO DE PRENDAS ARTESANALES EN PRODUCCION LOCAL ,"$2,976,270.00",,
1551,REND ,2401C0173,27-11-2024,10-12-2024,11-12-2024,JUNTA DE VECINOS VILLA EL BOSQUE ,MAS IDENTIDAD PARA NUESTRA VILLA ,"$2,441,701.00",,
1552,REND ,2401D0047,10-12-2024,10-12-2024,11-12-2024,CLUB DEPORTIVO LAS CANCHAS BUCHUPUREO ,CUADRANGULAR VOLVER A BRILLAR EN LAS CANCHAS ,"$1,785,200.00",,
1553,REND ,2401D0239,10-12-2024,10-12-2024,11-12-2024,CLUB DEPORTIVO LA LOBERIA ,COPA DE LA AMISTAD PATRICIO MARDONES ALVARADO ,"$1,539,310.00",,
1554,REND ,2401D0019,11-12-2024,11-12-2024,11-12-2024,CLUB DEPORTIVO ÑUBLENSE DE PEMUCO ,FUTBOL FORMATIVO DE ÑUBLENSE DE PEMUCO ,"$3,978,480.00",,
1555,REND ,2401D0048,4-12-2024,11-12-2024,11-12-2024,CLUB DEPORTIVO EL CALVARIO ,ESCUELA DEPORTIVA EL CALVARIO ,"$3,440,830.00",,
