SUBVENCIONES 2024,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
CORRELATIVO,TIPO DOCUMENTO,CÓDIGO,FECHA DCTO,FECHA INGRESO,FECHA ENTREGA ,NOMBRE INSTITUCIÓN ,NOMBRE DE LA INICIATIVA,MONTO DE LA RENDICIÓN,RECEPCIONADO POR,FIRMA
2031,REND ,2401D0059,26-12-2024,26-12-2024,30-12-2024,ESCUELA DE TAEKWONDO HWARANG ,FORMANDO FUTUROS TAEKWONDISTAS PARA ÑUBLE ,"$3,980,000.00",,
2032,REND ,2401SC0195,26-12-2024,26-12-2024,30-12-2024,JUNTA DE VECINOS VERQUICO,"UN FAROL EN LA OSCURIDAD, TU SENDERO ILUMINA ","$3,988,750.00",,
2033,SUBS ,2401C0143,26-12-2024,26-12-2024,30-12-2024,MOVIMIENTO SOCIAL EN DEFENSA DEL RIO ÑUBLE ,TALLERES Y ENCUENTRO DE CULTURA AMBIENTAL ,$0.00,,
2034,REND ,CVC-AD-12,23-12-2024,26-12-2024,30-12-2024,MOVIMIENTO SOCIAL EN DEFENSA DEL RIO ÑUBLE ,ÑUBLE FEST 2024,"$20,000,000.00",,
2035,REND ,2401SC0523,20-12-2024,26-12-2024,30-12-2024,COMITE DE ADELANTO Y DESARROLLO SANTA FILOMENA ,LUZ Y PROGRESO EN SANTA FILOMENA ,"$3,911,875.00",,
2036,REND ,2401S0062,23-12-2024,26-12-2024,30-12-2024,JUNTA DE VECINOS PUREN ,APOYEMOS LA LABOR INVISIBLE DE LAS MUJERES CUIDADORAS ,"$2,938,144.00",,
2037,REND ,2401S0039,26-12-2024,26-12-2024,30-12-2024,UNION DE DISCAPACITADOS DE NINHUE ,COCINANDO CON SABORES INCLUSIVOS ,"$2,425,771.00",,
2038,REND ,2401S0114,26-12-2024,26-12-2024,30-12-2024,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA EL RINCON ,FORTALECIENDO LA COMUNIDAD ESCOLAR A TRAVES DE LA PERTENENCIA Y LA IGUALDAD ,"$2,915,973.00",,
2039,REND ,2401AM0185,9-12-2024,26-12-2024,30-12-2024,CLUB ADULTO MAYOR RECOMENZAR ,LA DIGNIDAD DE LOS ADULTOS MAYORES ES TAMBIEN UN DERECHO HUMANO ,"$1,961,330.00",,
2040,REND ,2401D0118,24-12-2024,26-12-2024,30-12-2024,LIGA DEPORTIVA FEMENINA DE EL CARMEN ,LA LIGA FEMENINA DE EL CARMEN POTENCIA EL FUTBOL FEMENINO A NIVEL COMPETITIVO 2024,"$3,482,400.00",,
2041,REND ,2401SC0202,26-12-2024,26-12-2024,30-12-2024,JUNTA DE VECINOS VILLA ESTACION COCHARCAS ,CAMARAS DE SEGURIDAD VILLA ESTACION COCHARCAS MAS SEGURA ,"$3,970,000.00",,
2042,REND ,2401D0266,26-12-2024,26-12-2024,30-12-2024,CLUB DEPORTIVO Y RAYUELA ARTURO LAFUENTE ,EL CLUB DEPORTIVO Y RAYUELA ARTURO LAFUENTE PARTICIPA EN EL CAMPEONATO OFICIAL DE RAYUELA 2024,"$1,798,500.00",,
2043,REND ,2401D0288,24-12-2024,26-12-2024,30-12-2024,CLUB DEPORTIVO UNION BERNARDO O´HIGGINS DE CAPILLA COX CHILLAN ,EL CLUB CAPILLA COX PARTICIPA EN EL CAMPEONATO ANFA COIHUECO 2024,"$1,798,900.00",,
2044,REND ,2401D0186,26-12-2024,26-12-2024,30-12-2024,CLUB DEPORTIVO NACIONAL DE CATO ,EL CLUB NACIONAL DE CATO CONTINUA POTENCIANDO SU PARTICIPACION EN EL CAMPEONATO DE FUTBOL RURAL 2024,"$1,799,800.00",,
2045,REND ,2401D0188,23-12-2024,26-12-2024,30-12-2024,ASOCIACION DE FUTBOL RURAL CORDILLERA DE CHILLAN ,LA ASOCIACION DE FUTBOL RURAL CORDILLERA CONTINUA ENGRANDECIENDO EL FUTBOL RURAL A NIVEL COMPETITIVO EN CHILLAN ,"$3,996,000.00",,
2046,REND ,2401D0054,26-12-2024,26-12-2024,30-12-2024,CLUB DEPORTIVO REAL UNIDO ,"SUPERANDO BARRERAS, FORTALECIMIENTO DEL CLUB DEPORTIVO REAL UNIDO ","$1,693,060.00",,
2047,REND ,2401C0147,19-12-2024,26-12-2024,30-12-2024,CLUB DE HUASOS BUCHUPUREO ,CABALGATA DE LA AMISTAD ,"$2,499,388.00",,
2048,REND ,2401C0179,24-12-2024,26-12-2024,30-12-2024,CLUB DE HUASOS CHILENOS DE SANTA RITA ,2DA CABALGATA DE LA FE ,"$2,397,290.00",,
2049,REND ,2401C0166,19-12-2024,26-12-2024,30-12-2024,CLUB DE HUASOS PULLAY ,CABALGATA DE SAN AGUSTIN ,"$2,499,805.00",,
2050,REND ,2401D0150,26-12-2024,26-12-2024,30-12-2024,ASOCIACION COMUNAL DE CLUBES DEPORTIVOS DE BULNES ,CAMPEONATO QUINTAGONAL DE FUTBOL INFANTIL TALENTO EMERGENTE ,"$1,800,000.00",,
2051,REND ,2401SC0172,26-12-2024,26-12-2024,30-12-2024,JUNTA DE VECINOS EL CANELO ,EL CANELO CRECE CON LA SONRISA DE LOS NIÑ@S,"$3,975,279.00",,
2052,REND ,2401S0022,23-12-2024,26-12-2024,30-12-2024,MERCADO CAMPESINO LOS CONQUISTADORES ,IMPULSANDO LA ACTIVIDAD COMERCIAL DEL MERCADO CAMPESINO ,"$3,000,000.00",,
2053,REND ,2401C0020,26-12-2024,26-12-2024,30-12-2024,AGRUPACION SOCIAL Y CULTURAL CUATRO ELEMENTOS ,"HIP HOP UNIDOS ""TRANSFORMANDO COMUNIDADES ","$2,500,000.00",,
2054,REND ,2401SC0196,27-12-2024,26-12-2024,30-12-2024,JUNTA DE VECINOS AGUA BUENA-EL PEÑON ,LAS LUMINARIAS DE AGUA BUENA EL PEÑON PROTEGEN NUESTRO CAMINAR ,"$3,763,750.00",,
2055,REND ,2401AM0257,26-12-2024,26-12-2024,30-12-2024,CLUB ADULTO MAYOR FRATERNIDAD DE BUENOS AIRES ,APRENDIENDO A MEJORAR MIS HABITOS ALIMENTICIOS ,"$1,989,634.00",,
2056,REND ,2401SC0213,12-12-2024,26-12-2024,30-12-2024,COMITE DE AGUA POTABLE RURAL CARAN-EL ROSARIO ,PROTEGIENDO LA SEGURIDAD DE APR CARAN-EL ROSARIO ,"$3,945,450.00",,
2057,REND ,2401D0247,23-12-2024,26-12-2024,30-12-2024,CLUB DEPORTIVO SAN IGNACIO ,SEGUNDA ESCUELA DE FUTBOL SAN IGNACIO,"$3,991,200.00",,
2058,REND ,2401D0260,26-12-2024,26-12-2024,30-12-2024,CLUB DEPORTIVO MAXIBASQUETBOL CHILLAN ,RUMBO AL NACIONAL DE MAXIBASQUETBOL ANTOFAGASTA  2024,"$1,790,000.00",,
2059,REND ,2401D0202,26-12-2024,26-12-2024,30-12-2024,CLUB DEPORTIVO SOCIAL Y CULTURAL ESTADIO ,ESCUELA DE FUTBOL CLUB DEPORTIVO ESTADIO FORMANDO LOS CAMPEONES DE FUTBOL II,"$2,485,550.00",,
2060,REND ,2401SC0376,26-12-2024,26-12-2024,30-12-2024,JUNTA DE VECINOS LOS RASTROJOS ,LUMINARIAS PARA NUESTRA COMUNIDAD EN LOS RASTROJOS ,"$4,000,000.00",,
2061,REND ,2401SC0321,26-12-2024,26-12-2024,30-12-2024,JUNTA DE VECINOS VEGA DE SALDIA,CAMARAS DE VIGILANCIA: BARRIO SEGURO EN VEGA DE SALDIA ,"$4,000,000.00",,
2062,REND ,2401S0042,17-12-2024,26-12-2024,30-12-2024,CONSEJO DE DESARROLLO POSTA LOS REMATES ,COMPENSANDO MI SALUD CARDIOVASCULAR ,"$2,995,517.00",,
2063,REND ,2401EG0007,18-12-2024,26-12-2024,30-12-2024,AGRUPACION DE MUJERES RURALES ENTRE ROSAS Y GALLINAS ,"GALLINAS AUTONOMAS, CON ROSAS DE VELLON ","$1,807,125.00",,
2064,REND ,2401SC0186,23-12-2024,26-12-2024,30-12-2024,JUNTA DE VECINOS CUADRAPANGUE QUILELTO ,LUMINARIAS PARA UN NUEVO COMIENZO DE CUADRAPANGUE QUILELTO,"$3,753,756.00",,
2065,REND ,2401SC0339,26-12-2024,26-12-2024,30-12-2024,JUNTA DE VECINOS N°26 RICHARD AGUIRRE LOMAS DE ORIENTE 2,PROTEGIENDO MI SECTOR ,"$3,999,345.00",,
2066,REND ,2401AM0193,26-12-2024,26-12-2024,30-12-2024,CLUB DE ADULTO MAYOR SEMBRANDO AMISTAD ,LOS ENCANTOS DE LAS TERMAS DE CHILLAN ,"$1,715,000.00",,
2067,REND ,2401SC0250,26-12-2024,26-12-2024,30-12-2024,JUNTA DE VECINOS NARANJOS DE CASTILLA ,ORGANIZADOS Y UNIDOS DERROTAMOS LA DELINCUENCIA ,"$3,535,000.00",,
2068,SUBS ,2401C0107,26-12-2024,26-12-2024,30-12-2024,CONJUNTO FOLCLORICO VOCES EL ALBA ,CANTANDO POR LOS SENDEROS DE ÑUBLE ,$1.00,,
2069,SUBS ,2301C0131,26-12-2024,26-12-2024,30-12-2024,JUNTA DE VECINOS LOS REMATES ,FIESTA COSTUMBRISTA LOS REMATES 2024,$0.00,,
2070,REND ,2401S0065,28-12-2024,27-12-2024,31-12-2024,CORP. EX ALUMNAS DEL COLEGIO DE LA PURISIMA CONCEPCION DE CHILLAN Y CHILLANEJAS ,SALUD Y MEJORAMIENTO DE CALIDAD DE VIDA PARA NUESTROS ADULTOS MAYORES ,"$4,666,267.00",,
2071,REND ,2401S0032,26-12-2024,27-12-2024,31-12-2024,CLUB DE RAYUELA LOS ALCONES ,LOS HALCONES VUELAN A LA GASTRONOMIA TIPICA CHILENA ,"$2,970,060.00",,
2072,REND ,CVC-AD-3,18-12-2024,26-12-2024,31-12-2024,FUNDACION SPECIAL OLYMPICS DE CHILE ,JUEGOS NACIONALES DE INVIERNO OLIMPIADAS ESPECIALES 2024,"$34,983,915.00",,
2073,REND ,2401S0078,27-12-2024,27-12-2024,6-1-2025,CRUZ ROJA CHILENA FILIAL COELEMU ,VOLUNTARIADO SOCIAL Y COMUNITARIO ,"$5,000,000.00",,
2074,REND ,CVC-AD-27,27-12-2024,27-12-2024,6-1-2025,CLUB DEPORTIVO ESCOLAR INSAMACH ,CORRIDA FAMILIAR INSAMACH ,"$1,764,240.00",,
2075,REND ,2401SC0278,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS GUARILIHUE CENTRO SECTOR ESTADIO ,BUENAS PRACTICAS PARA PREVENIR EMERGENCIAS ,"$3,994,571.00",,
2076,SUBS ,2401EG0085,26-12-2024,27-12-2024,6-1-2025,AGRUPACION DE MUJERES GUILLERMINA ACEVEDO CARDENAS ,CONQUISTANDO LA COSTURA EN LA VILLA ,$0.00,,
2077,SUBS ,2401S0015,27-12-2024,27-12-2024,6-1-2025,COMITE DE ADELANTO MAGDALENA ALTO ,MAGDALENA ALTO CON + SEGURIDAD ,"$160,000.00",,
2078,SUBS ,2401C0007,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS GUARILIHUE BAJO ,CANTO Y COPLAS AL VINO ,$0.00,,
2079,SUBS ,2401S0076,20-12-2024,27-12-2024,6-1-2025,GRUPO DE MUJERES LAS MARAVILLAS ,LAS MARAVILLAS CRECEN EN LA CRUZADA DE RANGUELMO ,"$2,926,131.00",,
2080,REND ,2401SC0076,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS TINAJACURA ,FORTALECIENDO LA SEGURIDAD EN TINAJACURA ,"$3,294,746.00",,
2081,SUBS ,2301SC0076,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS DOMINGO DE ROZAS ,EN LA DOMINGO ORTIZ LA SEGUIRIDAD METE RUIDO ,$0.00,,
2082,REND ,2401EG0053,26-12-2024,27-12-2024,6-1-2025,AGRUPACION LAS DAMAS DE ADAN ,BORDANDO FUTURO ,"$2,965,960.00",,
2083,REND ,2401D0058,27-12-2024,27-12-2024,6-1-2025,CLUB DEPORTIVO DRAGONES BLANCOS KIDS ,ÑUBLE PRESENTE EN COPA DE CAMPEONES DE TAEKWONDO ,"$3,997,930.00",,
2084,REND ,2401EG0049,11-12-2024,27-12-2024,6-1-2025,AGRUPACION DE PRODUCTORES Y PROCESADORES DE CASTAÑA EL CARMEN,LAS CASTAÑERAS FORTALECIENDO SUS EMPRENDIMIENTOS ,"$4,804,065.00",,
2085,REND ,2401SC0510,20-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS MATIAS MADARIAGA ,POBLACION MATIAS UNO MAS SEGURA,"$3,979,957.00",,
2086,REND ,2401SC0403,19-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS VILLA DON AMBROSIO,"NO, A LA DELINCUENCIA EN VILLA DON AMBROSIO","$3,915,000.00",,
2087,REND ,2401AM0289,19-12-2024,27-12-2024,6-1-2025,CLUB ADULTO MAYOR DE QUILLAHUE,SERENIDAD DORADA - RELAX Y BIENESTAR,"$1,955,200.00",,
2088,REND ,2401AM0280,19-12-2024,27-12-2024,6-1-2025,CLUB ADULTO MAYOR PORTAL DE LA LUNA,RAICES DE POESIA Y FLOCLORE SAN FABIAN,"$1,975,028.00",,
2089,SUBS ,2401S0034,26-12-2024,27-12-2024,6-1-2025,COMITE DE ADELANTO EL ESFUERZO,AMASANDO SUEÑOS DEL ESFUERZO,$0.00,,
2090,SUBS ,2401EG0082,26-12-2024,27-12-2024,6-1-2025,COMITE  DE DAMAS RENE SCHNNEIDER,CONSTRUYENDO SUEÑOS EN VELLON 2DA. ETAPA,$0.00,,
2091,SUBS ,2401EG0118,24-12-2024,27-12-2024,6-1-2025,AGRUPACION DE MUJERES LA ESPERANZA DE LA ISLA ,CON ESPERANZA SEGUIREMOS JUNTAS EMPODERADAS,$0.00,,
2092,SUBS ,2401EG0038,26-12-2024,27-12-2024,6-1-2025,TALLER DE MUJERES  LAS ABEJITAS DE RELOCA ,LAA ABEJITAS MAS SERCA DE SU AUTOESTIMA,$0.00,,
2093,SUBS ,2401EG0032,26-12-2024,27-12-2024,6-1-2025,AGRUPACION DE MUJERES LAS DULZURAS DE LAS HIGUERAS,LAS HIGUERAS SUEÑAN CON CONFECCIONAR SU AUTOESTIMA,$0.00,,
2094,SUBS ,2401EG0023,26-12-2024,27-12-2024,6-1-2025,AGRUPACION DE MUJERES  LAS ESTRELLITAS DE LONQUEN,REPOSTERIA CON LAS ESTRELLITAS DE LONQUEN,$0.00,,
2095,SUBS ,2401EG0035,24-11-2024,27-12-2024,6-1-2025,TALLER DE MUJERES VIDA NUEVA DE COYANCO,EL TALLER VIDA NUEVA DE COYANCO CRECIENDO EN AUTONOMIA,$0.00,,
2096,SUBS ,2401EG0076,24-11-2024,27-12-2024,6-1-2025,CENTRO DE MADRES  DE CUNA DE PRAT DE NINHUE,COSIENDO AUTONOMIA EN EL CENTRO DE MADRES CUNA DE PRAT,"$5,010.00",,
2097,SUBS ,2401EG0134,26-12-2024,27-12-2024,6-1-2025,TALLER DE MUJERES SANTA TERESA - PANGUE,SANTA TERESA TEJIENDO SU EMPODERAMIENTO,$0.00,,
2098,SUBS ,2401EG0117,26-12-2024,27-12-2024,6-1-2025,GRUPO DE MUJERES EL PROGRESO,CONFECCIONANDO AUTONOMIA CON LAS MUJERES DEL PROGRESO,$0.00,,
2099,SUBS ,2401EG0018,26-12-2024,27-12-2024,6-1-2025,AGURPACION DE MUJERES LAS EMPRENDEDORAS DE QUIRAO,PROMOVIENDO LA AUTONOMIA DE LAS MUJERES  EMPRENDEDORAS DE QUIRAO,$0.00,,
2100,REND ,2401SC0485,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS ATEUCO ,ILUMINACION SOLAR PARA LA SEGURIDAD CIUDADANA,"$4,000,000.00",,
2101,REND ,2401SC0319,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS SAN ALBERTO HURTADO,AMPLIACION DE INSTALACION DE CAMARAS DE SEGURIDAD PARA LA VILLA PADRE HURTADO DE LA COMUNA DE PINTO,"$4,000,000.00",,
2102,REND ,2401SC0289,27-12-2024,27-12-2024,6-1-2025,COMITE AGUA EL CHACAY,JUNTOS POR UN CHACAY SEGURO : RECUPERACION Y PREVENCION EN ESPACIO PUBLICO,"$4,000,000.00",,
2103,REND ,2401SC0208,20-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS QUIRAO,QUIRAO PREVIENE LOS DELITOS ,"$3,935,960.00",,
2104,REND ,2401S0043,17-12-2024,27-12-2024,6-1-2025,AGRUPACION DE PERSONAS CON DISCAPACIDADES DIFERENTES NUEVA ESPERANZA DE LUCUMAVIDA,INCLUSION EN LUCUMAVIDA,"$3,000,000.00",,
2105,REND ,2401SC0534,29-11-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS HUAMPULI LAHUELA,CON ILUMINACION MAS BIENESTAR PARA SECTOR HUMPULI,"$3,902,400.00",,
2106,REND ,2401D0099,3-12-2024,27-12-2024,6-1-2025,ESCUELA DE FUTBOL SOCIAL CULTURAL Y DEPORTUVO LAJUELAS,FORMACION PARA EL DEPORTE EN LAJUELAS,"$1,799,945.00",,
2107,REND ,2401SC0370,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS LOS MONTES,LOS MONTES SE CUIDAN,"$3,565,612.00",,
2108,REND ,2401AM0268,27-12-2024,27-12-2024,6-1-2025,FEDERACION REGIONAL DE UNIUONES DE JUNTAS DE ADULTOS MAYORES DE ÑUBLE,PREVENCION EN SALUD PARA LAS UCAM DE LA REGION DE ÑUBLE,"$1,972,000.00",,
2109,REND ,2401M0077,13-12-2024,27-12-2024,6-1-2025,CORPORACION PARA EL DESARROLLO SOSTENIBLE DE BUCHUPUREO (BUCHUUPUREO ACCONA),PILOTAJE DE RECOLECCCION DE RESIDUOS RECICLABLES Y EDUCACION MEDIOAMBIENTAL EN BUCHUPUREO URBANO,"$5,148,646.00",,
2110,REND ,2401S0168,23-12-2024,27-12-2024,6-1-2025,COMITE DE HABILIDADES Y MANUALIDADES LAS EMPRENDEDORAS,ENTRE HILOS Y AGUJAS,"$2,020,051.00",,
2111,REND ,2401S0080,18-12-2024,27-12-2024,6-1-2025,COMITE DE DUEÑA DE CASA LAS ORQUIDEAS DE PEMUCO,MI TALLER EN NUDOS,"$2,669,900.00",,
2112,REND ,2401S0070,26-12-2024,27-12-2024,6-1-2025,ARTESANAS RAICES DE PEMUCO,DISEÑANDO PUNTADAS,"$2,964,064.00",,
2113,REND ,2401SC0336,23-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS VILLA LOS REGIDORES,COMPLETANDO LA SEGURIDAD EN NUESTRA VILLA,"$4,000,000.00",,
2114,REND ,2401D0324,27-12-2024,27-12-2024,6-1-2025,CLUB DE AJEDREZ SOCIEDAD DE EMPLEADOS DE COMERCIO DE CHILLAN,ACADEMIA DE AJEDREZ ÑUBLE,"$1,566,000.00",,
2115,REND ,CVC-AD-29,18-12-2024,27-12-2024,6-1-2025,CLUB DE DEPORTES UNION,PARTICIPACION EN CAMPEONATO INFANTIL ACONCAGUA CUP MENDOZA NOVIEMBRE 2024,"$5,200,000.00",,
2116,REND ,2401SC0403,26-12-2024,27-12-2025,6-1-2025,JUNTA DE VECINOS LAS CANOAS,RESGUARDANDO LA INTEGRIDAD Y SEGURIDAD EN NUESTRO SECTOR,"$3,915,000.00",,
2117,REND ,2401SC0175,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS LOS MAITENES ,RUCAPEQUEN SE ABRE A LA INCLUSION,"$3,956,982.00",,
2118,REND ,2401SC0253,22-12-2024,27-12-2024,6-1-2025,"JUNTA DE VECINOS LOS ARO,OS DE LA POBLACION 11 DE SEPTIEMBRE",LA SEGURIDAD Y PROTECCION DE VECINOS,"$4,000,001.00",,
2119,REND ,2401S0182,24-12-2024,27-12-2024,6-1-2025,GRUPO DE DESARROLLO PERSONAL ESPERANZA DE MUJERES,ALMA RENOVADA BISUTERIA ECO-TERAPEUTA PARA MUJERES,"$2,942,500.00",,
2120,REND ,2401S0126,19-12-2024,27-12-2024,6-1-2025,CONSEJO DESARROLLO CENTRO CESFAM LOS VOLCANES,"SALUD EN ACCION, LIDERAZGO COMUNITARIO PARA EL BIENESTAR","$2,986,500.00",,
2121,REND ,2401SC0352,21-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS N°26 LOMAS ORIENTE,ANTE UN INCENDIO PREPARADOS,"$3,880,000.00",,
2122,REND ,2401SC0350,22-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS LOS PUELCHES,LOS PUELCHES UNIDOS CONTRA EMERGENCIAS,"$4,000,000.00",,
2123,SUBS ,2401EG0120,23-12-2024,27-12-2024,6-1-2025,CLUB DE HUASOS SAN RAFAEL DE CUCHA URREJOLA,CABALGANDO HACIA LA SORORIDAD EN EL MUNDO RURAL,$0.00,,
2124,REND ,2401C0122,27-12-2024,27-12-2024,6-1-2025,AGRUPACION SOCIAL Y CULTURAL PUNTE ROCK COELEMU,ITINERANCIAS ARTISTISTICAS: SONIDOS Y COLORES EN TU BARRIO,"$3,494,403.00",,
2125,REND ,2401D0151,26-12-2024,27-12-2024,6-1-2025,CLUB DEPORTIVO SOCIAL Y CULTURAL LIBERTAD DE COELEMU,LIBERTAD PARA EL FUTBOL: LA PIEL DE NUESTRA  PASION,"$1,788,431.00",,
2126,REND ,2401SC0265,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS EDUARDO FREI  ,"VILLA EDUARDO FREI, NOS CUIDAMOS ENTRE TODOS","$3,915,000.00",,
2127,REND ,2401SC0197,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS ALTOS DE SANTA RITA,SANTA RITA Y LOS NIÑ@S JUNTOS POR LA INCLUSION,"$3,987,048.00",,
2128,REND ,2401SC0171,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINIS VILLA DIEGO PORTALES,LOS NIÑ@S DE LA VILLA DIEGO PORTALES DE LA MANO CON LA INCLUSION,"$3,982,026.00",,
2129,REND ,2401SC0522,26-12-2024,27-12-2024,6-1-2025,COMITE AGUA POTABLE RURAL LAS ESQUINAS,JUNTOS CONTRA LOS INCENDIOS,"$3,728,826.00",,
2130,REND ,2401SC0176,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS MAULE LARQUI CHICO,POR UN MAULE LARQUI MAS ACTIVO,"$3,925,506.00",,
2131,REND ,2401SC0109,27-12-2024,27-12-2024,6-1-2025,JUNTA DE VECINOS VILLA PACIFICO,MEJORANDO LA CALIDAD DE VIDA POR MEDIO DE LA SEGURIDAD ,"$3,999,583.00",,
2132,REND ,2401SC0272,27-12-2024,27-12-2024,6-1-2025,COMITE DE ADELANTO Y DESARROLLO CONJUNTO RESIDENCIAL SAN ALBERTO,RENOVANDO ENERGIAS Y AIRES,"$4,000,001.00",,
2133,REND ,2401SC0491,19-12-2024,30-12-2024,6-1-2025,COMITE DE DESARROLLO Y ADELANTO VILLA SAN BARTOLOME,SEGURIDAD PARA UNA MEJOR COMUNA,"$3,970,000.00",,
2134,REND ,2401S0171,30-12-2024,20-12-2024,6-1-2025,AGRUPACION INCLIYEME DOWN,"TERAPIAS INTEGRALES, DIRIGIDO A NIÑOS, NIÑAS ADOLESCENTES Y ADULTOS CON DG. DE S. DOWN DDE LA COMUNA DE BULNES","$3,002,210.00",,
2135,REND ,2401SC0200,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS 8 R - EL CARACOL,TODOS JUNTOS NOS PROTEGEMOS EN EL CARACOL,"$3,939,631.00",,
2136,REND ,2401SC0209,18-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS VILLA PACIFICO,"LA SEGURIDAD NO ES UN ACCIDENTE, CUEDEMONOS ENTRE TODOS","$3,999,500.00",,
2137,REND ,2401SC0053,27-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS POBLACION 11 DE SEPTIEMBRE,MAS SEGURIDAD PASRA TODOS,"$4,000,000.00",,
2138,REND ,CVC-AD-13,30-12-2024,30-12-2024,6-1-2025,FUNDACION APTIVA,IV CUMBRE MUNDIAL JUVENIL POR LA EDUCACION,"$23,025,470.00",,
2139,REND ,2401SC0567,27-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS 12 DE OCTUBRE,"POR UN CAMPANARIO MAS SEGURO, POBL. 12 DE OCTUBRE MAS SEGURO","$4,000,000.00",,
2140,REND ,2401SC0557,20-12-2024,30-12-2024,6-1-2025,COMITE DE EMPRENDEDORES DEL SALTO DEL ITATA,EMPRENDEDORES  POR LA SEGURIDAD DEL SALTO DEL ITATA,"$4,000,000.00",,
2141,REND ,2401SC0598,20-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS SAN MIGUEL DE SAN ANTONIO,SAN MIGUEL DE SAN ANTONIO OCUPADOS POR LA SEGURIDAD,"$4,000,000.00",,
2142,REND ,2401SC0599,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS EL PEWUEN,SEGURIDAD COMPARTIDA VILLA EL PEWEN,"$3,915,000.00",,
2143,SUBS ,2301SP0268,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS VILLA DOÑA FRANCISCA LAS MARIPOSAS,INSTALACION DE CAMARAS DE VIGILANCIA PARA LA VILLA DOÑA FRANCISCA 1 Y 2,$0.00,,
2144,REND ,2401AM0074,30-12-2024,30-12-2024,6-1-2025,AGRUPACION SOL Y LUNA,EN AGUAS LINDAS EL SOL Y LA LUNA DESCANSAN,"$1,671,400.00",,
2145,REND ,2401SC0320,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS EL SANDIAL,EQUIPAMIENTO DE SEGURIDAD Y EMERGENCIA PARA EL SECTOR  RURAL EL SANDIAL,"$3,986,669.00",,
2146,REND ,2401AM178,23-12-2024,30-12-2024,6-1-2025,CLUB ADULTO MAYOR TAI CHI CHUAN,EN BUSCA DE LOS PASOS PERDIDOS EN NINHUE Y COBQUECURA,"$750,000.00",,
2147,REND ,2401SC0626,30-12-2024,30-12-2024,6-1-2025,CLUB DEPORTIVO SOCIAL Y CULTURAL TRES ESQUINAS  UNIDO,SEGURIDAD SOLAR PROTEGIENDO A TRES ESQUINAS,"$4,029,999.00",,
2148,REND ,2401S0126,29-12-2024,30-12-2024,6-1-2025,CONSEJO DESARROLLO CENTRO CESFAM LOS VOLCANES,"SALUD EN ACCION, LIDERAZGO COMUNITARIO PARA EL BIENESTAR","$2,986,500.00",,
2149,REND ,2401SC0169,26-12-2024,30-12-2024,6-1-2025,COMITE DE ADELANTO BOSQUE LAS CAMELIAS,TELEVIGILANCIA PARA NUESTRO CONDOMINIO BOSQUE LAS CAMELIAS,"$3,640,829.00",,
2150,SUBS ,2301D0031,30-12-2024,30-12-2024,6-1-2025,CLUB DEPORTIVO LOS AROMOS DE PICHINAL,CUADRANGULAR DE FUTBOL MIXTO,$0.00,,
2151,REND ,2401C0203,30-12-2024,30-12-2024,6-1-2025,"CLUB DE HUASOS PASION Y ALMA CORRALERA DE ÑIPAS, COMUNA DE RANQUIL",RAICES CRIOLLAS: RESCATANDO NUESTROS JUEGOS TRADICIONALES,"$2,455,000.00",,
2152,REND ,2401SC0453,30-12-2024,30-12-2024,6-1-2025,JUNTA DE VECINOS SALAMANCA,"SALAMANCA, MAS SEGURO, ORGANIZADO Y PARTICIPATIVO","$3,772,400.00",,
2153,REND ,2401D0241,30-12-2024,30-12-2024,6-1-2025,CLUB DEPORTIVO UNION MARDONES,EQUIPAMIENTO E INDUMENTARIA PARA JUGADORES DEL CLUB UNION MARDONES,"$3,977,460.00",,
